0.0028219223022460938,"[0.89, 0.46, -1.7307963267948965]"
0.00791788101196289,"[0.89, 0.46, -1.7307963267948965]"
0.012764930725097656,"[0.89, 0.46, -1.7307963267948965]"
0.017632007598876953,"[0.89, 0.46, -1.7307963267948965]"
0.021641969680786133,"[0.89, 0.46, -1.7307963267948965]"
0.025719881057739258,"[0.89, 0.46, -1.7307963267948965]"
0.02967691421508789,"[0.89, 0.46, -1.7307963267948965]"
0.033679962158203125,"[0.89, 0.46, -1.7307963267948965]"
0.037687063217163086,"[0.89, 0.46, -1.7307963267948965]"
0.04175305366516113,"[0.89, 0.46, -1.7307963267948965]"
0.045578956604003906,"[0.89, 0.46, -1.7307963267948965]"
0.0496678352355957,"[0.89, 0.46, -1.7307963267948965]"
0.05364704132080078,"[0.89, 0.46, -1.7307963267948965]"
0.05776691436767578,"[0.89, 0.46, -1.7307963267948965]"
0.061673879623413086,"[0.89, 0.46, -1.7307963267948965]"
0.06564998626708984,"[0.89, 0.46, -1.7307963267948965]"
0.06963896751403809,"[0.89, 0.46, -1.7307963267948965]"
0.07374787330627441,"[0.89, 0.46, -1.7307963267948965]"
0.07760500907897949,"[0.89, 0.46, -1.7307963267948965]"
0.08167099952697754,"[0.89, 0.46, -1.7307963267948965]"
0.08559799194335938,"[0.89, 0.46, -1.7307963267948965]"
0.08981990814208984,"[0.89, 0.46, -1.7307963267948965]"
0.09364700317382812,"[0.89, 0.46, -1.7307963267948965]"
0.0976419448852539,"[0.89, 0.46, -1.7307963267948965]"
0.10163402557373047,"[0.89, 0.46, -1.7307963267948965]"
0.10557985305786133,"[0.89, 0.46, -1.7307963267948965]"
0.11058783531188965,"[0.89, 0.46, -1.7307963267948965]"
0.11362600326538086,"[0.89, 0.46, -1.7307963267948965]"
0.11757993698120117,"[0.89, 0.46, -1.7307963267948965]"
0.12158584594726562,"[0.89, 0.46, -1.7307963267948965]"
0.1255788803100586,"[0.89, 0.46, -1.7307963267948965]"
0.12959885597229004,"[0.89, 0.46, -1.7307963267948965]"
0.1335749626159668,"[0.89, 0.46, -1.7307963267948965]"
0.13758587837219238,"[0.89, 0.46, -1.7307963267948965]"
0.14158892631530762,"[0.89, 0.46, -1.7307963267948965]"
0.1455528736114502,"[0.89, 0.46, -1.7307963267948965]"
0.14954590797424316,"[0.89, 0.46, -1.7307963267948965]"
0.15355992317199707,"[0.89, 0.46, -1.7307963267948965]"
0.15763306617736816,"[0.89, 0.46, -1.7307963267948965]"
0.16158699989318848,"[0.89, 0.46, -1.7307963267948965]"
0.16558194160461426,"[0.89, 0.46, -1.7307963267948965]"
0.16960501670837402,"[0.89, 0.46, -1.7307963267948965]"
0.17371106147766113,"[0.89, 0.46, -1.7307963267948965]"
0.17759299278259277,"[0.89, 0.46, -1.7307963267948965]"
0.18153595924377441,"[0.89, 0.46, -1.7307963267948965]"
0.18568992614746094,"[0.89, 0.46, -1.7307963267948965]"
0.18979787826538086,"[0.89, 0.46, -1.7307963267948965]"
0.1935749053955078,"[0.89, 0.46, -1.7307963267948965]"
0.19759202003479004,"[0.89, 0.46, -1.7307963267948965]"
0.20159697532653809,"[0.89, 0.46, -1.7307963267948965]"
