1517263619.555558,-1.5707963267948966
1517263619.56039,-1.5707963267948966
1517263619.564195,-1.5707963267948966
1517263619.567456,-1.5707963267948966
1517263619.571396,-1.5707963267948966
1517263619.575234,-1.5707963267948966
1517263619.579233,-1.5707963267948966
1517263619.582357,-1.5707963267948966
1517263619.586321,-1.5707963267948966
1517263619.590347,-1.5707963267948966
1517263619.594388,-1.5707963267948966
1517263619.598258,-1.5707963267948966
1517263619.602394,-1.5707963267948966
1517263619.606382,-1.5707963267948966
1517263619.610324,-1.5707963267948966
1517263619.614425,-1.5707963267948966
1517263619.618342,-1.5707963267948966
1517263619.62239,-1.5707963267948966
1517263619.626322,-1.5707963267948966
1517263619.629174,-1.5707963267948966
1517263619.632375,-1.5707963267948966
1517263619.63619,-1.5707963267948966
1517263619.639346,-1.5707963267948966
1517263619.64233,-1.5707963267948966
1517263619.646396,-1.5707963267948966
1517263619.649247,-1.5707963267948966
1517263619.652402,-1.5707963267948966
1517263619.65635,-1.5707963267948966
1517263619.659351,-1.5707963267948966
1517263619.662224,-1.5707963267948966
1517263619.665328,-1.5707963267948966
1517263619.66831,-1.5707963267948966
1517263619.671316,-1.5707963267948966
1517263619.674255,-1.5707963267948966
1517263619.677308,-1.5707963267948966
1517263619.680269,-1.5707963267948966
1517263619.683302,-1.5707963267948966
1517263619.686216,-1.5707963267948966
1517263619.689271,-1.5707963267948966
1517263619.692249,-1.5707963267948966
1517263619.696301,-1.5707963267948966
1517263619.69933,-1.5707963267948966
1517263619.702317,-1.5707963267948966
1517263619.705237,-1.5707963267948966
1517263619.708264,-1.5707963267948966
1517263619.713298,-1.5707963267948966
1517263619.717367,-1.5707963267948966
1517263619.721366,-1.5707963267948966
1517263619.725354,-1.5707963267948966
1517263619.729288,-1.5707963267948966
1517263619.732278,-1.5707963267948966
1517263619.735334,-1.5707963267948966
1517263619.739325,-1.5707963267948966
1517263619.74228,-1.5707963267948966
1517263619.747282,-1.5707963267948966
1517263619.750178,-1.5707963267948966
1517263619.753105,-1.5707963267948966
1517263619.75627,-1.5707963267948966
1517263619.759448,-1.5707963267948966
1517263619.763308,-1.5707963267948966
1517263619.776319,-1.5707963267948966
1517263619.780274,-1.5707963267948966
1517263619.783295,-1.5707963267948966
1517263619.786236,-1.5707963267948966
1517263619.789238,-1.5707963267948966
1517263619.792353,-1.5707963267948966
1517263619.796227,-1.5707963267948966
1517263619.799366,-1.5707963267948966
1517263619.802323,-1.5707963267948966
1517263619.805308,-1.5707963267948966
1517263619.808233,-1.5807963267948966
1517263619.813263,-1.5807963267948966
1517263619.816315,-1.5807963267948966
1517263619.819234,-1.5707963267948966
1517263619.822259,-1.5707963267948966
1517263619.825352,-1.5707963267948966
1517263619.829259,-1.5707963267948966
1517263619.832247,-1.5807963267948966
1517263619.835289,-1.5807963267948966
1517263619.838314,-1.5807963267948966
1517263619.841377,-1.5807963267948966
1517263619.84531,-1.5707963267948966
1517263619.848296,-1.5707963267948966
1517263619.851236,-1.5707963267948966
1517263619.854315,-1.5707963267948966
1517263619.857245,-1.5707963267948966
1517263619.861259,-1.5807963267948966
1517263619.86432,-1.5807963267948966
1517263619.867293,-1.5807963267948966
1517263619.8703,-1.5807963267948966
1517263619.873201,-1.5807963267948966
1517263619.876306,-1.5807963267948966
1517263619.879239,-1.5807963267948966
1517263619.882296,-1.5807963267948966
1517263619.88534,-1.5807963267948966
1517263619.889223,-1.5807963267948966
1517263619.892324,-1.5807963267948966
1517263619.896285,-1.5807963267948966
1517263619.900297,-1.5807963267948966
1517263619.904206,-1.5807963267948966
1517263619.907251,-1.5807963267948966
